housing_address,housing_room_count,housing_type,housing_price,housing_selling_method,housing_seller_agency,housing_date_sold,housing_cbd_distance,housing_bedroom_count,housing_bathroom_count,housing_garage_count,housing_land_size,housing_building_area,housing_year_built,housing_lattitude,housing_longitude,suburb_id
403/19 Pentridge Bvd,2,u,470000.0,SP,Raine,18/06/2016,7.8,2.0,2.0,1.0,0.0,,,-37.7379,144.9683,33
8 Gilbert St,3,h,1260000.0,S,Jellis,19/11/2016,7.8,3.0,2.0,0.0,407.0,230.0,1930.0,-37.7471,144.9579,33
1/33 Sheffield St,2,h,920000.0,SP,Jellis,19/11/2016,7.8,2.0,1.0,0.0,157.0,,,-37.7464,144.9676,33
52 Stawell St,3,h,841000.0,S,Re,19/11/2016,7.8,3.0,1.0,3.0,385.0,98.0,1920.0,-37.734,144.9603,33
4/2 Vincent St,2,u,537500.0,S,Nelson,19/11/2016,7.8,2.0,1.0,1.0,0.0,73.0,1975.0,-37.7435,144.9563,33
59 Moore St,2,h,1130000.0,S,Brad,22/08/2016,7.8,2.0,1.0,2.0,520.0,,,-37.7543,144.9717,33
5/39 Service St,2,t,598000.0,S,Nelson,22/08/2016,7.8,2.0,1.0,1.0,108.0,100.0,2007.0,-37.7379,144.9617,33
2 Walsh St,3,h,1120000.0,S,Raine,22/08/2016,7.8,3.0,2.0,1.0,293.0,180.0,2006.0,-37.7481,144.9663,33
24 Webb St,3,h,870000.0,S,Nelson,22/08/2016,7.8,3.0,1.0,1.0,371.0,100.0,1980.0,-37.735,144.9558,33
27 Bruce St,3,h,680000.0,PI,Raine,23/04/2016,7.8,2.0,1.0,2.0,462.0,72.0,1920.0,-37.7448,144.9478,33
185 Moreland Rd,1,h,482500.0,S,Raine,23/04/2016,7.8,1.0,1.0,1.0,108.0,,,-37.7554,144.9648,33
155 Nicholson St,3,h,825000.0,S,Ray,23/04/2016,7.8,3.0,1.0,2.0,577.0,131.0,1920.0,-37.7459,144.9773,33
11 Station St,3,h,725000.0,S,Brad,23/04/2016,7.8,3.0,1.0,0.0,238.0,131.0,1900.0,-37.7539,144.9612,33
144 The Avenue,4,h,1250000.0,VB,Nelson,23/04/2016,7.8,4.0,3.0,1.0,515.0,249.0,1900.0,-37.7537,144.9766,33
2 Franklin St,2,h,1008000.0,S,Jellis,24/09/2016,7.8,2.0,1.0,3.0,457.0,89.0,1940.0,-37.7505,144.9725,33
3/20 Loch St,2,t,599000.0,S,Ray,24/09/2016,7.8,2.0,2.0,1.0,76.0,,,-37.7474,144.9621,33
50a Rennie St,2,h,860000.0,S,Nelson,24/09/2016,7.8,2.0,1.0,1.0,483.0,,,-37.7509,144.9696,33
1 Shaftsbury St,4,h,990000.0,SP,Grantham,24/09/2016,7.8,4.0,1.0,1.0,488.0,142.0,1930.0,-37.7537,144.9532,33
3/30 Shaftsbury St,2,u,451000.0,S,RT,24/09/2016,7.8,2.0,1.0,1.0,0.0,72.0,1970.0,-37.752,144.954,33
211 Bell St,2,h,635000.0,S,Brad,25/02/2017,7.8,2.0,2.0,3.0,339.0,149.0,1920.0,-37.7404,144.9559,33
15 Hardwick St,5,h,1020000.0,PI,Raine,25/02/2017,7.8,5.0,2.0,4.0,381.0,286.0,1985.0,-37.7492,144.969,33
6 Hardwick St,3,h,967000.0,S,Nelson,25/02/2017,7.8,3.0,1.0,1.0,169.0,,,-37.7494,144.9681,33
32A Kelson St,3,h,1025000.0,VB,Jellis,25/02/2017,7.8,3.0,1.0,3.0,336.0,112.0,1950.0,-37.7408,144.9558,33
37 Kelson St,3,h,700000.0,SP,Brad,25/02/2017,7.8,3.0,1.0,1.0,138.0,102.0,2000.0,-37.7406,144.9555,33
48 Murray St,3,h,1130000.0,S,Nelson,25/02/2017,7.8,3.0,1.0,3.0,206.0,80.0,1945.0,-37.7382,144.9563,33
25a Ohea St,3,h,835000.0,SA,Peter,25/02/2017,7.8,3.0,1.0,2.0,385.0,,,-37.7376,144.9638,33
212 Reynard St,4,h,1075000.0,S,Hodges,25/02/2017,7.8,4.0,1.0,4.0,531.0,187.0,1925.0,-37.7473,144.9528,33
96 Reynard St,3,h,845000.0,S,Brad,25/02/2017,7.8,3.0,1.0,1.0,221.0,,1980.0,-37.74800000000001,144.9603,33
2/618 Sydney Rd,3,t,600000.0,S,Brad,25/02/2017,7.8,3.0,1.0,1.0,102.0,95.0,1976.0,-37.736,144.9665,33
185 The Avenue,4,h,1461000.0,S,Jellis,25/02/2017,7.8,4.0,2.0,2.0,571.0,,,-37.7535,144.9779,33
14 Rose St,4,h,1150000.0,PI,Peter,26/07/2016,7.8,4.0,2.0,2.0,43.0,205.0,1930.0,-37.7456,144.9469,33
3/19 Chandos St,2,u,515000.0,S,Ray,27/06/2016,7.8,2.0,1.0,2.0,0.0,70.0,1970.0,-37.7474,144.9608,33
124 Ohea St,3,h,770000.0,PI,Raine,27/06/2016,7.8,4.0,1.0,2.0,408.0,,1970.0,-37.7366,144.9564,33
5/228 Reynard St,2,h,472000.0,S,Nelson,27/06/2016,7.8,2.0,1.0,1.0,500.0,69.0,1975.0,-37.747,144.9515,33
32 Rose St,2,h,901000.0,S,Peter,27/06/2016,7.8,2.0,1.0,1.0,545.0,107.0,1940.0,-37.7445,144.9471,33
9 Sargood St,2,h,642000.0,S,Nelson,27/06/2016,7.8,2.0,1.0,0.0,167.0,,,-37.7477,144.9647,33
1/51 The Grove,2,h,605000.0,S,Jellis,27/06/2016,7.8,2.0,1.0,1.0,0.0,13.0,1969.0,-37.7519,144.9721,33
3/117 Gordon St,3,t,687000.0,S,Nelson,27/11/2016,7.8,3.0,1.0,1.0,116.0,140.0,1995.0,-37.7454,144.9487,33
100 Reynard St,4,h,975000.0,PI,Re,27/11/2016,7.8,4.0,2.0,2.0,307.0,203.0,1996.0,-37.74800000000001,144.9602,33
28 Rodda St,3,h,985000.0,S,Jellis,27/11/2016,7.8,3.0,1.0,1.0,309.0,,1880.0,-37.7434,144.9697,33
38 Soudan St,3,h,835000.0,S,hockingstuart,27/11/2016,7.8,3.0,1.0,1.0,459.0,,,-37.7388,144.9529,33
11 Vincent St,3,h,951000.0,SP,Nelson,27/11/2016,7.8,3.0,2.0,0.0,342.0,,,-37.743,144.95600000000005,33
9 Beckley St,3,h,1370000.0,S,Nelson,28/05/2016,7.8,3.0,1.0,1.0,563.0,130.0,1930.0,-37.7493,144.97799999999995,33
265 Bell St,2,h,700000.0,VB,Nelson,28/05/2016,7.8,2.0,1.0,2.0,381.0,92.0,1925.0,-37.74,144.9516,33
2/44 Berry St,3,t,810000.0,S,Nelson,28/05/2016,7.8,3.0,2.0,1.0,213.0,131.0,2010.0,-37.7461,144.9584,33
3/87 Gaffney St,2,u,445000.0,SP,Raine,28/05/2016,7.8,2.0,1.0,1.0,0.0,,2007.0,-37.7336,144.9597,33
13 Kaye Ct,4,h,838000.0,S,Jellis,28/05/2016,7.8,4.0,1.0,1.0,576.0,147.0,1960.0,-37.7369,144.9637,33
2 McPherson St,2,h,810000.0,S,Nelson,28/05/2016,7.8,2.0,1.0,1.0,370.0,,,-37.7489,144.9598,33
5 Saunders St,4,h,1150000.0,PI,Nelson,28/05/2016,7.8,4.0,1.0,2.0,633.0,164.0,1990.0,-37.7531,144.9504,33
6 Younger St,4,h,931000.0,SP,Brad,28/05/2016,7.8,3.0,1.0,1.0,412.0,160.0,1920.0,-37.7432,144.9768,33
10/23 Baxter St,1,u,241000.0,S,Nelson,28/08/2016,7.8,1.0,1.0,1.0,0.0,62.0,1976.0,-37.7463,144.9635,33
35 Campbell St,4,h,1331000.0,S,Jellis,28/08/2016,7.8,3.0,2.0,2.0,394.0,,,-37.7534,144.9679,33
40 Elizabeth St,1,h,1007000.0,SP,Brad,28/08/2016,7.8,1.0,2.0,0.0,807.0,1.0,,-37.7373,144.9825,33
29 Hardwick St,2,h,981000.0,S,Nelson,28/08/2016,7.8,2.0,1.0,1.0,263.0,114.0,1910.0,-37.7493,144.97,33
18 Industry La,2,t,570000.0,S,Peter,28/08/2016,7.8,2.0,1.0,1.0,0.0,86.0,1900.0,-37.7367,144.9701,33
1/38 Victoria St,2,h,500000.0,S,Nelson,28/08/2016,7.8,2.0,1.0,1.0,113.0,70.0,1970.0,-37.7424,144.961,33
12 Geake St,3,h,830000.0,PI,Ray,30/07/2016,7.8,3.0,2.0,0.0,559.0,,,-37.7384,144.9617,33
136 Gordon St,3,h,1194500.0,S,hockingstuart,30/07/2016,7.8,2.0,1.0,2.0,537.0,,,-37.7443,144.9494,33
44 Quarry Cct,2,u,425000.0,S,Ray,30/07/2016,7.8,2.0,2.0,1.0,0.0,,,-37.7363,144.9723,33
133 Rennie St,2,h,645000.0,SP,Jellis,30/07/2016,7.8,2.0,1.0,1.0,702.0,,,-37.7517,144.9795,33
38B Livingstone St,4,h,895000.0,S,Nelson,3/12/2016,9.2,4.0,2.0,2.0,661.0,,,-37.7246,144.9828,34
15 Ronald St,3,h,655000.0,SP,hockingstuart,3/12/2016,9.2,3.0,1.0,0.0,404.0,98.0,1950.0,-37.7305,144.9803,34
3/1 Headley St,3,t,631000.0,S,McGrath,4/03/2017,9.2,3.0,1.0,1.0,178.0,120.0,2012.0,-37.7297,144.9645,34
5/1 Headley St,2,t,600000.0,S,McGrath,4/03/2017,9.2,2.0,1.0,1.0,145.0,105.0,2010.0,-37.7295,144.9641,34
24 Newlands Rd,4,h,820000.0,SP,Brad,4/03/2017,9.2,4.0,1.0,3.0,498.0,,,-37.7329,144.9721,34
4 Pixel Cct,3,h,715000.0,SP,hockingstuart,4/03/2017,9.2,3.0,2.0,2.0,173.0,120.0,2010.0,-37.7308,144.9832,34
53 Ronald St,3,h,735000.0,SP,Barry,4/03/2017,9.2,3.0,1.0,1.0,427.0,,,-37.7303,144.9773,34
27 McMahons Rd,3,h,864000.0,S,Nelson,4/06/2016,9.2,3.0,1.0,2.0,565.0,115.0,1950.0,-37.7283,144.969,34
7 Manly Ct,3,h,700000.0,S,Nelson,7/05/2016,9.2,3.0,1.0,2.0,626.0,108.0,1950.0,-37.7201,144.9696,34
199 Elizabeth St,4,h,735000.0,SP,Nelson,7/11/2016,9.2,4.0,2.0,2.0,302.0,,,-37.7271,144.9842,34
2b Rollo St,2,t,591000.0,S,Nelson,7/11/2016,9.2,2.0,1.0,1.0,0.0,86.0,2008.0,-37.721,144.9527,34
17 Mathieson St,3,h,860000.0,S,Nelson,8/10/2016,9.2,2.0,1.0,3.0,586.0,145.0,1950.0,-37.7205,144.9659,34
4 Sharp Gr,2,h,765000.0,S,Love,8/10/2016,9.2,2.0,1.0,2.0,563.0,116.0,1925.0,-37.723,144.96,34
13 Pixel Cct,3,h,625000.0,S,Nelson,10/09/2016,9.2,3.0,1.0,2.0,104.0,138.0,2014.0,-37.7307,144.9826,34
1 Boyne St,2,h,745000.0,SP,Raine,10/12/2016,9.2,2.0,1.0,3.0,526.0,90.0,1940.0,-37.732,144.9832,34
19A Tilley St,4,h,1050000.0,PI,Jellis,10/12/2016,9.2,4.0,3.0,2.0,501.0,258.0,2016.0,-37.7266,144.9823,34
23 Goleen St,3,h,782000.0,S,Barry,11/03/2017,9.2,3.0,1.0,3.0,576.0,,,-37.7269,144.9654,34
17 Convent Ct,2,h,935000.0,S,First,12/11/2016,9.2,2.0,1.0,2.0,833.0,107.0,1960.0,-37.7297,144.9654,34
9 Marama St,4,h,1009000.0,S,Ray,12/11/2016,9.2,4.0,1.0,2.0,590.0,,1950.0,-37.7197,144.9585,34
1 McDonnell Rd,2,h,820000.0,SP,Nelson,12/11/2016,9.2,2.0,1.0,4.0,629.0,120.0,1960.0,-37.7276,144.9688,34
5 Rollo St,3,h,780000.0,S,Nelson,12/11/2016,9.2,3.0,1.0,2.0,307.0,96.0,1950.0,-37.7215,144.9533,34
25 Williams Rd,3,h,707000.0,S,Brad,13/08/2016,9.2,3.0,2.0,3.0,556.0,129.0,1950.0,-37.7305,144.9605,34
16 Smith St,3,h,772000.0,S,Nelson,15/10/2016,9.2,3.0,1.0,1.0,367.0,,,-37.728,144.963,34
47 Boyne St,3,h,745000.0,S,Raine,18/03/2017,9.2,3.0,1.0,3.0,473.0,,,-37.7316,144.9789,34
2/26 Renown St,2,u,532500.0,S,Brad,18/03/2017,9.2,2.0,1.0,1.0,168.0,,1970.0,-37.73,144.9629,34
18 Ronald St,3,h,750000.0,S,hockingstuart,18/03/2017,9.2,3.0,2.0,2.0,310.0,,,-37.7305,144.9809,34
3 Aperture St,3,h,815000.0,S,Ray,18/06/2016,9.2,3.0,2.0,2.0,376.0,,,-37.7295,144.982,34
127 Elizabeth St,3,h,637000.0,S,Brad,18/06/2016,9.2,3.0,1.0,4.0,498.0,97.0,1950.0,-37.7323,144.9833,34
143 Elizabeth St,4,h,950000.0,S,hockingstuart,18/06/2016,9.2,4.0,2.0,2.0,298.0,231.0,2013.0,-37.7308,144.9836,34
2 Headley St,3,h,780000.0,S,hockingstuart,18/06/2016,9.2,3.0,1.0,2.0,677.0,,,-37.7297,144.9648,34
3 Golf Rd,3,h,860000.0,PI,Jellis,19/11/2016,9.2,3.0,2.0,3.0,472.0,134.0,1970.0,-37.734,144.9728,34
27 Snapshot Dr,5,h,1172000.0,S,Ray,19/11/2016,9.2,5.0,3.0,2.0,425.0,37.0,2014.0,-37.7302,144.9816,34
67 Boundary Rd,2,h,530000.0,S,Raine,22/08/2016,9.2,2.0,1.0,1.0,332.0,,,-37.7187,144.9564,34
203b Elizabeth St,2,t,570000.0,S,Ray,23/04/2016,9.2,2.0,2.0,2.0,186.0,,,-37.7263,144.9843,34
146 Elizabeth St,3,h,2000000.0,S,Ray,24/09/2016,9.2,4.0,1.0,1.0,973.0,,,-37.7284,144.9843,34
64 Elizabeth St,3,h,650000.0,SP,Barry,25/02/2017,9.2,3.0,1.0,1.0,407.0,95.0,1930.0,-37.7351,144.9833,34
24 Norris St,4,h,792000.0,SP,Jellis,26/07/2016,9.2,4.0,2.0,1.0,320.0,131.0,1950.0,-37.7242,144.9612,34
45 Shorts Rd,3,h,720000.0,S,Nelson,26/07/2016,9.2,3.0,1.0,2.0,499.0,105.0,1970.0,-37.7236,144.9576,34
2 Carr St,3,h,970000.0,S,Jellis,27/11/2016,9.2,3.0,1.0,2.0,575.0,129.0,1960.0,-37.7307,144.9704,34
69 Hotham St,2,t,750000.0,S,Jellis,3/09/2016,1.6,2.0,1.0,1.0,115.0,,,-37.7968,144.9891,35
130 Keele St,2,h,890000.0,S,LITTLE,3/09/2016,1.6,2.0,1.0,1.0,178.0,70.0,1900.0,-37.7974,144.9915,35
10/79 Oxford St,2,u,1260000.0,S,Jellis,3/09/2016,1.6,2.0,1.0,1.0,0.0,129.0,1900.0,-37.8042,144.9845,35
2/79 Oxford St,2,u,855000.0,S,Nelson,3/09/2016,1.6,2.0,1.0,1.0,2886.0,122.0,1830.0,-37.8042,144.9845,35
20 Hotham St,3,h,1260000.0,S,Jellis,3/12/2016,1.6,3.0,1.0,0.0,167.0,,1900.0,-37.7962,144.9866,35
65B Hotham St,2,h,1320000.0,S,Nelson,4/03/2017,1.6,2.0,2.0,1.0,0.0,,,-37.7969,144.9885,35
93 Hotham St,2,h,1430000.0,S,Jellis,4/03/2017,1.6,2.0,1.0,0.0,231.0,,,-37.7969,144.9905,35
15/18 Islington St,3,t,1125000.0,SP,Nelson,4/03/2017,1.6,3.0,2.0,2.0,0.0,151.0,2000.0,-37.8083,144.9908,35
4/170 Oxford St,3,u,950000.0,S,Jellis,4/03/2017,1.6,3.0,2.0,1.0,15900.0,,,-37.8035,144.985,35
6/78 Oxford St,2,u,910000.0,S,Jellis,4/03/2017,1.6,2.0,1.0,1.0,0.0,97.0,1880.0,-37.8035,144.985,35
9/22 Stanley St,1,u,452000.0,SP,Jellis,4/03/2017,1.6,1.0,1.0,1.0,816.0,53.0,2000.0,-37.802,144.9848,35
306/40 Stanley St,1,u,440000.0,VB,Collins,4/03/2017,1.6,1.0,1.0,1.0,2773.0,,2010.0,-37.802,144.9854,35
110/3 Hoddle St,1,u,415000.0,SP,Biggin,7/11/2016,1.6,1.0,1.0,1.0,3701.0,62.0,2005.0,-37.809,144.9911,35
20 Emma St,2,h,1015000.0,S,Nelson,8/10/2016,1.6,2.0,1.0,0.0,117.0,,,-37.7948,144.9861,35
307/11 Hoddle St,1,u,372000.0,SP,Woodards,8/10/2016,1.6,1.0,1.0,1.0,0.0,65.0,2005.0,-37.809,144.9911,35
5/77 Little Oxford St,3,u,1326000.0,S,Nelson,8/10/2016,1.6,3.0,2.0,1.0,0.0,190.0,2013.0,-37.8032,144.9842,35
130 Perry St,3,t,910000.0,S,Jellis,10/09/2016,1.6,3.0,1.0,1.0,171.0,,,-37.8006,144.9925,35
1/79 Oxford St,2,h,1230000.0,S,Jellis,11/02/2017,1.6,2.0,2.0,1.0,0.0,153.0,1920.0,-37.8042,144.9845,35
382 Wellington St,2,h,855000.0,S,Jellis,12/11/2016,1.6,2.0,1.0,0.0,130.0,80.0,1890.0,-37.7953,144.9882,35
4/13 Alexander St,1,u,457000.0,S,Jellis,13/08/2016,1.6,1.0,1.0,1.0,406.0,49.0,1970.0,-37.796,144.9911,35
1/60 Budd St,3,t,897500.0,S,Jellis,14/05/2016,1.6,3.0,2.0,1.0,82.0,82.0,1995.0,-37.7961,144.9873,35
27/78 Oxford St,2,u,865000.0,PI,Biggin,14/05/2016,1.6,2.0,2.0,1.0,0.0,,,-37.8035,144.985,35
82 Sackville St,2,h,1265000.0,S,Jellis,14/05/2016,1.6,3.0,1.0,1.0,282.0,112.0,1920.0,-37.7985,144.9883,35
18 Derby St,2,h,1260000.0,S,Peter,15/10/2016,1.6,2.0,1.0,2.0,116.0,,,-37.8067,144.984,35
84 Budd St,3,h,1075000.0,S,hockingstuart,16/04/2016,1.6,3.0,1.0,0.0,183.0,104.0,1880.0,-37.7948,144.9875,35
38/99 Oxford St,3,u,1470000.0,S,Nelson,16/04/2016,1.6,3.0,2.0,2.0,0.0,,,-37.8037,144.9846,35
2/13 Alexander St,1,u,366000.0,S,Woodards,16/07/2016,1.6,1.0,1.0,1.0,0.0,44.0,1970.0,-37.796,144.9911,35
15/78 Oxford St,1,u,461000.0,SP,Jellis,16/07/2016,1.6,1.0,1.0,1.0,0.0,,,-37.8035,144.985,35
6 Forest St,2,h,981000.0,S,Jellis,17/09/2016,1.6,2.0,1.0,0.0,188.0,107.0,1900.0,-37.7964,144.9923,35
10/76 Oxford St,2,u,683000.0,S,Biggin,17/09/2016,1.6,2.0,1.0,1.0,0.0,92.0,1900.0,-37.8035,144.985,35
98 Hotham St,3,h,1470000.0,S,Jellis,18/03/2017,1.6,3.0,2.0,0.0,150.0,,,-37.7968,144.9924,35
182 Keele St,2,h,670000.0,S,Jellis,18/03/2017,1.6,2.0,1.0,0.0,118.0,,,-37.7976,144.993,35
107/10 Stanley St,1,u,430000.0,VB,Jellis,18/03/2017,1.6,1.0,1.0,1.0,0.0,52.0,,-37.8019,144.9845,35
5/22 Stanley St,2,u,515000.0,S,Peter,18/03/2017,1.6,2.0,1.0,1.0,816.0,,,-37.802,144.9848,35
5 Charlotte St,2,h,1000000.0,SP,Peter,19/11/2016,1.6,2.0,1.0,2.0,159.0,86.0,1880.0,-37.7962,144.9887,35
2/60 Budd St,3,t,887500.0,S,Peter,22/05/2016,1.6,3.0,2.0,1.0,81.0,82.0,2000.0,-37.7961,144.9874,35
10/30 Mater St,2,u,713500.0,S,Jellis,22/08/2016,1.6,2.0,2.0,1.0,1060.0,88.0,2010.0,-37.7954,144.9868,35
8/79 Oxford St,3,u,1500000.0,S,Jellis,22/08/2016,1.6,2.0,2.0,2.0,0.0,159.0,1920.0,-37.8042,144.9845,35
5/61 Little Oxford St,2,u,672000.0,S,Jellis,24/09/2016,1.6,2.0,1.0,1.0,0.0,60.0,2002.0,-37.8046,144.984,35
31/78 Oxford St,2,u,1215000.0,S,Jellis,24/09/2016,1.6,3.0,2.0,1.0,0.0,,1895.0,-37.8035,144.985,35
8/115 Oxford St,2,u,800000.0,VB,Nelson,25/02/2017,1.6,2.0,1.0,1.0,0.0,91.0,1900.0,-37.8026,144.9848,35
12/120 Cambridge St,2,u,1645000.0,S,Nelson,28/05/2016,1.6,4.0,1.0,3.0,0.0,2.0,1890.0,-37.8046,144.9858,35
8/122 Sackville St,2,u,450000.0,S,Biggin,28/05/2016,1.6,2.0,1.0,1.0,0.0,,1970.0,-37.7988,144.9912,35
29/78 Oxford St,2,u,860000.0,PI,Jellis,30/07/2016,1.6,2.0,2.0,1.0,0.0,114.0,1920.0,-37.8035,144.985,35
329 George St,4,h,1924500.0,S,Barry,3/09/2016,13.9,4.0,4.0,2.0,1157.0,,,-37.7779,145.127,36
2/20 Wetherby Rd,2,u,492500.0,S,Barry,3/09/2016,13.9,2.0,1.0,1.0,65.0,,1975.0,-37.7887,145.1438,36
5 Boyd St,3,h,1403000.0,S,Barry,3/12/2016,13.9,3.0,1.0,4.0,727.0,123.0,1970.0,-37.7942,145.1218,36
20 Finlayson St,4,h,1408000.0,S,Jellis,3/12/2016,13.9,4.0,2.0,0.0,725.0,,,-37.7891,145.1073,36
39 Frederick St,4,t,855000.0,S,Barry,3/12/2016,13.9,4.0,2.0,2.0,242.0,,,-37.7915,145.1258,36
19 Hanke Rd,3,h,1450000.0,PI,Barry,3/12/2016,13.9,3.0,1.0,1.0,638.0,115.0,1970.0,-37.7912,145.1248,36
47 Roseland Gr,5,h,1461800.0,SP,Jellis,3/12/2016,13.9,5.0,2.0,2.0,660.0,,,-37.7791,145.1328,36
33 Thiele St,4,h,1396000.0,S,Barry,3/12/2016,13.9,4.0,1.0,2.0,658.0,138.0,1975.0,-37.7827,145.1358,36
12 Murillo Ct,5,h,1535000.0,PI,Ray,4/03/2017,13.9,5.0,3.0,2.0,681.0,,,-37.7722,145.1309,36
2 Nola St,3,h,1125000.0,VB,hockingstuart,4/03/2017,13.9,3.0,2.0,2.0,819.0,173.0,1970.0,-37.781,145.1036,36
8/3 Carnarvon St,3,u,700000.0,PI,Barry,4/06/2016,13.9,3.0,2.0,2.0,0.0,119.0,2007.0,-37.7862,145.1235,36
1a Morris St,4,h,1152000.0,S,Jellis,6/08/2016,13.9,4.0,2.0,2.0,336.0,176.0,2007.0,-37.794,145.1178,36
5 Arnold Gr,4,h,1868000.0,S,hockingstuart,7/05/2016,13.9,3.0,2.0,2.0,925.0,218.0,1960.0,-37.7869,145.1183,36
72 Board St,3,h,920000.0,PI,Ray,7/05/2016,13.9,4.0,3.0,3.0,655.0,,,-37.7798,145.1319,36
22 Saxon St,4,h,1050000.0,PI,Barry,7/05/2016,13.9,4.0,2.0,2.0,317.0,194.0,1995.0,-37.7815,145.1279,36
3/37 Highview Dr,3,u,910000.0,S,Barry,7/11/2016,13.9,3.0,2.0,2.0,299.0,135.0,2001.0,-37.7929,145.1338,36
3 Maralee Pl,3,h,1850000.0,S,Jellis,7/11/2016,13.9,3.0,1.0,2.0,1073.0,143.0,1960.0,-37.7772,145.1157,36
41 Pettys La,4,h,1225000.0,S,Ray,7/11/2016,13.9,4.0,3.0,2.0,740.0,185.0,1985.0,-37.7912,145.1127,36
33 Somerville St,4,h,1316000.0,S,Jellis,7/11/2016,13.9,4.0,2.0,2.0,716.0,155.0,1965.0,-37.778,145.1173,36
6/14 Firth St,2,u,400000.0,VB,Ross,8/10/2016,13.9,2.0,1.0,2.0,0.0,,,-37.7868,145.1223,36
36 Henry St,5,h,1400000.0,S,Jellis,8/10/2016,13.9,5.0,3.0,2.0,656.0,320.0,1985.0,-37.7752,145.1317,36
49 Burgundy Dr,5,h,2168000.0,S,Barry,10/09/2016,13.9,5.0,5.0,2.0,669.0,395.0,2016.0,-37.7808,145.1185,36
35 Bordeaux St,4,h,1430000.0,S,Jellis,10/12/2016,13.9,4.0,2.0,2.0,655.0,170.0,1970.0,-37.782,145.1194,36
4 Colston Cl,4,h,1250000.0,PI,Barry,10/12/2016,13.9,4.0,2.0,2.0,780.0,,,-37.7955,145.139,36
5/333 George St,3,u,772000.0,S,Barry,10/12/2016,13.9,3.0,2.0,1.0,203.0,109.0,1986.0,-37.7776,145.1267,36
1 Graeme Cl,4,h,2000000.0,S,Barry,10/12/2016,13.9,4.0,3.0,2.0,507.0,,,-37.7738,145.1308,36
10 Hampshire Rd,3,h,1300000.0,S,Barry,11/03/2017,13.9,3.0,1.0,2.0,657.0,,,-37.7946,145.1375,36
28 Dunoon St,4,h,1468000.0,S,Ray,12/11/2016,13.9,4.0,2.0,2.0,806.0,170.0,1975.0,-37.7939,145.1392,36
9 Gilmore Rd,3,h,1275000.0,PI,Barry,12/11/2016,13.9,3.0,1.0,1.0,720.0,,1960.0,-37.79,145.1309,36
2 Ibis St,4,h,1200000.0,S,ASL,12/11/2016,13.9,4.0,1.0,2.0,657.0,,,-37.7856,145.1374,36
3/36 Westfield Dr,3,u,655000.0,SP,Jellis,12/11/2016,13.9,3.0,2.0,2.0,0.0,,,-37.7826,145.1274,36
41 Highview Dr,3,h,1310000.0,S,Darren,13/08/2016,13.9,3.0,1.0,2.0,1157.0,,,-37.7934,145.1336,36
1/10 Madeleine St,4,u,753000.0,S,Barry,13/08/2016,13.9,3.0,1.0,1.0,241.0,105.0,1970.0,-37.7743,145.1093,36
170 Ayr St,4,h,1250000.0,SP,Fletchers,14/05/2016,13.9,4.0,2.0,3.0,767.0,,1963.0,-37.7735,145.1044,36
768 Elgar Rd,2,h,1140000.0,S,Barry,14/05/2016,13.9,3.0,1.0,1.0,679.0,,1960.0,-37.7915,145.1224,36
41 Burgundy Dr,3,h,1180000.0,S,Barry,15/10/2016,13.9,3.0,1.0,2.0,657.0,,,-37.7807,145.1193,36
18c High St,3,t,746000.0,S,hockingstuart,15/10/2016,13.9,3.0,2.0,2.0,118.0,106.0,2013.0,-37.7863,145.106,36
19 Gilmore Rd,3,h,1485000.0,S,Barry,16/04/2016,13.9,3.0,2.0,2.0,731.0,140.0,1960.0,-37.7892,145.131,36
22 Menarra St,3,h,1190000.0,S,Ray,16/04/2016,13.9,3.0,1.0,1.0,658.0,140.0,1960.0,-37.7816,145.1066,36
31 Massey St,3,h,900000.0,PI,Ray,16/07/2016,13.9,2.0,2.0,2.0,366.0,150.0,2013.0,-37.792,145.1077,36
4 Benton Ct,3,h,1250000.0,PI,Jellis,17/09/2016,13.9,3.0,2.0,1.0,728.0,150.0,1965.0,-37.7813,145.1318,36
2 Louise Ct,3,h,1030000.0,S,Ray,17/09/2016,13.9,3.0,1.0,1.0,827.0,100.0,1960.0,-37.7848,145.1029,36
4/98 Church Rd,4,t,985000.0,S,Fletchers,18/03/2017,13.9,4.0,2.0,2.0,182.0,160.0,1998.0,-37.7888,145.138,36
15 Glenda St,3,h,1300000.0,S,Jellis,18/03/2017,13.9,3.0,1.0,2.0,651.0,119.0,1970.0,-37.7827,145.1051,36
1/1 Paul St,2,u,522500.0,S,Noel,18/06/2016,13.9,2.0,1.0,1.0,145.0,,,-37.7874,145.1043,36
6 Santiago St,5,h,1510000.0,PI,Barry,18/06/2016,13.9,4.0,2.0,2.0,659.0,,,-37.7903,145.1107,36
42 Studley Ct,4,h,1460000.0,SP,Parkes,18/06/2016,13.9,4.0,2.0,2.0,840.0,,,-37.78,145.1145,36
30 Winbrook Ct,3,h,958000.0,S,Parkes,18/06/2016,13.9,3.0,2.0,2.0,0.0,,,-37.7814,145.1273,36
46 Winston Dr,4,h,1462500.0,S,Philip,18/06/2016,13.9,4.0,3.0,2.0,654.0,160.0,1969.0,-37.7795,145.1294,36
35 Bellara St,3,h,1430000.0,S,Barry,19/11/2016,13.9,3.0,1.0,2.0,811.0,,1970.0,-37.7927,145.1386,36
